Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Lentisphaerae,TreatmentGroupGrp1...TreatmentGroupGrp3,0.739678915195612,0.537048855477734,0.94230897491349,4.39852435627783,3.0838010892884,0.0023116580073534,0.104024610330903,-1.57291886528466
Fibrobacteres,TreatmentGroupGrp1...TreatmentGroupGrp3,0.279592762302317,0.200880218083744,0.358305306520891,4.02574208995853,1.98337834772505,0.0485976945141384,0.749797051246377,-4.07864334934577
Aquificae,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0212454091579963,-0.126789942334176,0.084299124018183,3.73658985027459,-0.383849372787257,0.701469402169405,0.984178137900707,-5.81966832088804
Deferribacteres,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0268777490677499,-0.142800511997879,0.0890450138623794,3.50107758511327,-0.560932814069334,0.575427436186773,0.984178137900707,-5.74204686796695
Armatimonadetes,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0358426213366907,-0.16575520367595,0.237440446349332,3.301526559457,0.549800373700423,0.583026944074117,0.984178137900707,-5.7477814814314
Gemmatimonadetes,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0653378804586846,-0.0895322255726587,0.220207986490028,3.21273647304196,1.18171651798882,0.238623545367932,0.917627156180431,-5.24170133481935
Thaumarchaeota,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0253027756932616,-0.356710542014416,0.407316093400939,2.90102952722489,0.389934490534707,0.696970982892273,0.984178137900707,-5.81748288945021
Elusimicrobia,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0531922731884875,-0.133475133637282,0.0270905872603071,2.80456098278473,-0.524278672500262,0.600624788441957,0.984178137900707,-5.76049579832506
Ignavibacteriae,TreatmentGroupGrp1...TreatmentGroupGrp3,0.107704773218886,-0.092274921183013,0.307684467620785,2.74146612263267,1.46622644367531,0.144047587670068,0.917627156180431,-4.89484986101254
Thermodesulfobacteria,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0142107562245939,-0.110721247698581,0.0822997352493929,2.34860105950262,-0.293138943198447,0.769698677990176,0.984178137900707,-5.84817579218778
Bacillariophyta,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0227080340156651,-0.745572620534834,0.700156552503504,2.30923717870359,-0.429734052407221,0.667819461175369,0.984178137900707,-5.80234293468908
Kiritimatiellaeota,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0737977524662661,-0.20405832350706,0.351653828439592,2.26802103307283,1.13930766789115,0.25584846503948,0.917627156180431,-5.28418754265836
Candidatus Saccharibacteria,TreatmentGroupGrp1...TreatmentGroupGrp3,0.128876422645627,0.0245483287914273,0.233204516499827,2.1533847447676,1.33390402990099,0.183646520735778,0.917627156180431,-5.06527607385888
Chrysiogenetes,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0378984561529867,-0.471123534209007,0.54692044651498,1.98193509757458,0.95978546465702,0.338246286986291,0.951317682148943,-5.45816221432229
Calditrichaeota,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0412335128613941,-0.213782326123314,0.296249351846103,1.95629915100546,0.665932988283544,0.506171091169059,0.984178137900707,-5.67918655311814
Dictyoglomi,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0410010355883403,-0.0368309979219989,0.11883306909868,1.87448159353374,0.521841071046971,0.602320657879178,0.984178137900707,-5.75849993369559
Caldiserica,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0988435091965925,-0.0296538713273806,0.227340889720566,1.15929579233984,1.51868749667017,0.130317064104795,0.917627156180431,-4.82025029765457
Candidatus Cloacimonetes,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0543243274288105,-0.176372374331328,0.0677237194737065,1.0928012350185,-1.02637037159214,0.30587571872681,0.917627156180431,-5.39707087009045
Candidatus Bipolaricaulota,TreatmentGroupGrp1...TreatmentGroupGrp3,0.104964829963656,-0.023324562719993,0.233254222647306,0.997982814664364,1.58941460593598,0.113449894177017,0.917627156180431,-4.71684109106111
Coprothermobacterota,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0450510190376153,-0.0655658554403266,0.155667893515557,0.952896550459759,1.10609596361522,0.269926812825749,0.917627156180431,-5.31859052620591
Candidatus Micrarchaeota,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.774003081295408,-1.54796003610584,-4.61264849745957e-05,0.928026875674781,-1.97127212662777,0.0499864700830918,0.749797051246377,-4.09859792812474
Candidatus Gracilibacteria,TreatmentGroupGrp1...TreatmentGroupGrp3,0.011692262377229,-0.118483212240979,0.141867736995437,0.547648965731822,0.349262259533752,0.727235835515759,0.984178137900707,-5.82823487451605
