"group","NPB_F18_1_E6_S66","NPB_F15_2_B2_S76","NPB_F12_2_F9_S40","NPB_F7_9_A12_S34","NPB_F13_6_F11_S56","NPB_F1_9_A3_S9","NPB_F13_3_C11_S53","NPB_F17_12_D6_S65","NPB_F13_8_H11_S58","NPB_F9_6_F5_S8","NPB_F15_6_F2_S80","NPB_F10_11_G7_S25","NPB_F18_4_H6_S69","NPB_F12_7_C10_S45","NPB_F14_8_D1_S70","NPB_F7_2_B11_S27","NPB_F2_12_H4_S24","NPB_F6_3_G9_S16","NPB_F9_10_B6_S12","NPB_F11_2_B8_S28","NPB_F13_4_D11_S54","NPB_F18_6_B7_S71","NPB_F2_6_B4_S18","NPB_F14_4_H12_S66","NPB_F2_11_G4_S23","NPB_F1_2_B2_S2","NPB_F14_10_F1_S72","NPB_F17_3_C5_S56","NPB_F7_11_C12_S36","NPB_F16_7_C4_S48","NPB_F9_2_B5_S4","NPB_F12_6_B10_S44","NPB_F5_3_C8_S4","NPB_F13_1_A11_S51","NPB_F6_11_G10_S24","NPB_F8_2_F12_S39","NPB_F16_3_G3_S89","NPB_F9_5_E5_S7","NPB_F15_8_H2_S82","NPB_F15_12_D3_S86","NPB_F6_7_C10_S20","NPB_F11_8_H8_S34","NPB_F4_7_C7_S43","NPB_F17_7_G5_S60","NPB_F14_6_B1_S68","NPB_F8_5_A4_S42","NPB_F13_12_D12_S62","NPB_F16_12_H4_S53","NPB_F8_10_F4_S47","NPB_F1_7_G2_S7","NPB_F9_7_G5_S9","NPB_F16_4_H3_S90","NPB_F8_11_G4_S1","NPB_F7_4_D11_S29","NPB_F12_12_H10_S50","NPB_F13_7_G11_S57","NPB_F17_2_B5_S55","NPB_F15_10_B3_S84","NPB_F12_10_F10_S48","NPB_F3_10_B6_S34","NPB_F2_4_H3_S16","NPB_F13_2_B11_S52","NPB_F14_3_G12_S65","NPB_F10_6_B7_S20","NPB_F2_9_E4_S21","NPB_F1_12_D3_S12","NPB_F16_5_A4_S91","NPB_F5_1_A8_S2","NPB_F15_5_E2_S79","NPB_F8_12_H4_S2","NPB_F8_6_B4_S43","NPB_F9_12_D6_S14","NPB_F15_11_C3_S85","NPB_F5_2_B8_S3","NPB_F10_3_G6_S17","NPB_F3_8_H5_S32","NPB_F4_11_G7_S47","NPB_F8_8_D4_S45","NPB_F8_3_G12_S40","NPB_F10_7_C7_S21","NPB_F5_10_B9_S11","NPB_F13_11_C12_S61","NPB_F5_9_A9_S10","NPB_F2_1_E3_S13","NPB_F4_2_F6_S38","NPB_F9_11_C6_S13","NPB_F5_4_D8_S5","NPB_F4_6_B7_S42","NPB_F8_1_E12_S38","NPB_F6_9_E10_S22","NPB_F11_1_A8_S27","NPB_F6_2_F9_S15","NPB_F3_1_A5_S25","NPB_F6_6_B10_S19","NPB_F4_12_H7_S1","NPB_F17_1_A5_S54","NPB_F1_3_C2_S3","NPB_F10_10_F7_S24","NPB_F12_4_H9_S42","NPB_F13_9_A12_S59","NPB_F12_8_D10_S46","NPB_F3_5_E5_S29","NPB_F17_10_B6_S63","NPB_F1_8_H2_S8","NPB_F2_8_D4_S20","NPB_F15_4_D2_S78","NPB_F1_4_D2_S4","NPB_F11_10_B9_S36","NPB_F6_12_H10_S25","NPB_F15_1_A2_S75","NPB_F2_7_C4_S19","NPB_F14_2_F12_S64","NPB_F2_10_F4_S22","NPB_F8_7_C4_S44","NPB_F1_10_B3_S10","NPB_F4_1_E6_S37","NPB_F17_9_A6_S62","NPB_F4_3_G6_S39","NPB_F16_6_B4_S92","NPB_F3_2_B5_S26","NPB_F18_9_E7_S74","NPB_F14_12_H1_S74","NPB_F11_12_D9_S38","NPB_F15_3_C2_S77","NPB_F10_9_E7_S23","NPB_F11_5_E8_S31","NPB_F13_5_E11_S55","NPB_F3_7_G5_S31","NPB_F18_11_G7_S76","NPB_F6_5_A10_S18","NPB_F17_11_C6_S64","NPB_F14_9_E1_S71","NPB_F15_7_G2_S81","NPB_F3_4_D5_S28","NPB_F12_1_E9_S39","NPB_F10_8_D7_S22","NPB_F12_11_G10_S49","NPB_F16_10_F4_S51","NPB_F16_2_F3_S88","NPB_F7_10_B12_S35","NPB_F7_1_A11_S26","NPB_F11_4_D8_S30","NPB_F9_1_A5_S3","NPB_F11_6_F8_S32","NPB_F2_3_G3_S15","NPB_F14_5_A1_S67","NPB_F6_10_F10_S23","NPB_F4_5_A7_S41","NPB_F18_7_C7_S72","NPB_F1_5_E2_S5","NPB_F18_8_D7_S73","NPB_F3_11_C6_S35","NPB_F1_1_A2_S1","NPB_F10_12_H7_S26","NPB_F7_6_F11_S31","NPB_F17_4_D5_S57","NPB_F14_1_E12_S63","NPB_F5_6_F8_S7","NPB_F11_11_C9_S37","NPB_F3_6_F5_S30","NPB_F14_11_G1_S73","NPB_F4_8_D7_S44","NPB_F10_1_E6_S15","NPB_F2_2_F3_S14","NPB_F17_8_H5_S61","NPB_F16_8_D4_S49","NPB_F12_5_A10_S43","NPB_F7_7_G11_S32","NPB_F11_9_A9_S35","NPB_F5_7_G8_S8","NPB_F4_9_E7_S45","NPB_F12_3_G9_S41","NPB_F8_9_E4_S46","NPB_F4_4_H6_S40","NPB_F18_10_F7_S75","NPB_F18_3_G6_S68","NPB_F17_5_E5_S58","NPB_F9_9_A6_S11","NPB_F1_6_F2_S6","NPB_F10_5_A7_S19","NPB_F6_8_D10_S21","NPB_F8_4_H12_S41","NPB_F6_4_H9_S17","NPB_F16_9_E4_S50","NPB_F16_11_G4_S52","NPB_F3_12_D6_S36","NPB_F5_5_E8_S6","NPB_F15_9_A3_S83","NPB_F5_12_D9_S13","NPB_F12_9_E10_S47","NPB_F3_3_C5_S27","NPB_F6_1_E9_S14","NPB_F18_5_A7_S70","NPB_F14_7_C1_S69","NPB_F9_3_C5_S5","NPB_F4_10_F7_S46","NPB_F3_9_A6_S33","NPB_F11_3_C8_S29","NPB_F10_2_F6_S16","NPB_F7_3_C11_S28","NPB_F18_12_H7_S77","NPB_F2_5_A4_S17","NPB_F7_12_D12_S37","NPB_F5_8_H8_S9","NPB_F11_7_G8_S33","NPB_F13_10_B12_S60","NPB_F9_8_H5_S10","NPB_F18_2_F6_S67","NPB_F1_11_C3_S11","NPB_F7_8_H11_S33","NPB_F17_6_F5_S59","NPB_F9_4_D5_S6","NPB_F5_11_C9_S12","NPB_F16_1_E3_S87","NPB_F7_5_E11_S30","NPB_F10_4_H6_S18"
"TETQ",528.486574943936,4263.45303569503,1361.94692930936,1234.29748198072,631.141108146288,983.901695561059,890.739008419083,2346.32659608598,502.659574468085,4161.16856646788,993.328515038639,869.126490673734,1611.68186909906,993.758559529422,1662.80054182188,1069.5102685624,987.047412494729,969.916281981066,3230.25980641875,690.449112718065,632.598560630064,733.418231985567,1839.75437415882,1324.6907924874,1548.00734420564,1151.83009489381,969.871607820251,809.584132614282,820.175795556279,2555.1658542385,1502.03867878652,3724.0841136849,668.45275936185,567.792532717475,900.070800040457,1314.39393939394,376.659716887962,2317.86992840095,2068.03058893634,1455.25677214876,818.408324783819,1146.0325860961,1035.32202049863,1840.78947368421,481.67701863354,625.719120135364,617.780025923935,1883.2634274897,1068.12767984755,3563.89801345221,1280.70175438596,774.103573310193,741.269712461792,737.567736941055,1392.40235092445,1571.32705631551,1718.99224806202,1336.13825893362,815.201770194128,752.030800473853,752.935319254865,768.397503826681,884.970180632428,1028.39093273876,780.047410097342,2026.46258503401,2255.9698093565,733.168067830711,810.604701238112,543.749151622098,2395.01594600608,1988.11378259397,2048.06767929244,397.315973070856,749.542217700915,1766.40824775744,706.905208636135,2608.89115993868,2300.11874134178,677.673917474739,294.593747824271,547.854785478548,436.305310321058,387.246816652372,888.55318272334,842.005339661821,550.574996908619,1002.16148184629,4107.11579527451,834.935575515826,1366.93713888801,1208.88009049774,1272.07939608299,792.895074162241,895.362842517314,638.666666666667,4188.48309528114,752.124025575896,827.018977697742,635.711698659906,828.601668534429,1691.26445951336,19535.1576030481,2379.00188323917,1120.61138014528,1260.94976188879,1883.66703744902,777.178875438131,609.908793339054,769.780158464457,1784.64773922187,501.034976912053,866.24203821656,1995.7369487735,2512.68019220502,3014.90643831272,3079.20486940442,835.536658567958,1275.94354684207,2149.83997672389,2355.02958579882,555.264095339875,938.441530291536,2949.76623893365,913.273513745397,686.04974509501,1194.27048634244,1533.25547769992,2747.78006996143,502.80580075662,1899.9859793429,2823.26992004411,713.569880823402,2244.42599620493,2338.0592010729,607.876810349762,1130.62312562479,1075.63325008919,2203.39272499573,624.434965302095,1133.87057974501,997.156049250535,941.830692910866,464.18906729208,758.643927219947,561.808980433872,931.48015847243,848.17440279666,4351.03100014027,1410.59032598434,1744.94234068872,1229.42097026604,2439.55781296684,549.118619170033,749.345830892404,301.948354619185,2661.28242780225,747.358936117325,703.23597250451,1850.74899525027,1073.73827601608,714.842977075501,890.556260289871,2727.59457819138,1247.95829713293,3219.27820922796,817.026722325482,949.543872848679,785.209217203228,588.950863213811,1135.18869913557,1526.57724788872,830.671105267575,1020.19955451134,431.413421840848,1193.95280235988,989.890765994979,548.015628213037,304.49195921164,1025.0007972193,636.167341430499,790.654205607477,588.50048037839,1015.05482392528,2947.99583349408,1051.28613945578,367.196385208865,750.296883525372,535.282229370072,1589.43610399121,1548.4660267269,803.946530872056,624.730902211494,921.760589020591,2053.52986811482,750.710302009892,3113.56648731745,2417.29634613394,0,1372.23140495868,27.9823269513991,795.6294122313,550.096596819735,382.940601585406,866.015068214213,586.868559145223,704.201219930094,597.642357642358,997.134528926436,777.454132778513,492.30116157913,885.935730464326,644.538199562853,4003.81695054381,765.583600613583,1058.61305162719
"TETT",13.2432268622341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374598644309668,0,0,0,0,0,0,0,0,0,0,2.80544255856361,0,18.1557000917761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TETW",536.426450087884,3956.43265394155,1353.2423722177,3646.26041374146,1124.15633338565,1560.58296818442,1566.04303086997,1725.05614372794,1041.0756501182,2559.52291084774,1107.38311002391,1172.39153331295,528.756601056169,1173.63777194046,2435.91263122249,1395.80042127436,3305.8015543105,1367.2247867929,4313.46578366446,1232.17389438448,1230.3897161997,1528.91860341717,2110.19515477793,1644.70911589556,4031.21287396047,2608.37475523422,2122.41027137438,453.653769589924,1473.06095873688,1706.09915586732,1743.05165899824,2592.32791194349,1405.01922320104,964.01077752117,1178.39081622332,0,704.35092724679,5377.61038186158,2738.10706127719,1489.27846283366,1568.99457716547,1012.550561373,1183.10415901968,1811.29385964912,1030.78970718722,1152.25349946162,946.919161581992,1105.52689209755,2833.5942285442,16497.4190520882,2269.38932029527,1452.69160442557,1095.91820173659,1150.36679323184,1344.80225296927,3044.59051341268,1250.74289405685,1201.35089241915,1114.81168875607,1895.37146725334,1638.46824046799,1317.08465795361,1367.40035182563,1111.14827201784,1178.59484541282,2539.72789115646,2163.57602967012,1485.37759574621,1193.70177642203,1093.00936609203,1942.22354075502,1187.77514392144,1773.36089213613,1607.90543693203,1113.82066560093,1625.60376669237,1396.18403319151,4547.47061829331,3026.41994854542,1081.59343059317,1423.27508180742,1187.10332571719,1610.22296455367,1671.3729629874,1461.47771750326,1524.7700978938,1432.42240633115,1337.60157596651,4402.14920438107,1298.79186156627,1303.28671107884,1409.72850678733,2044.66029667951,932.409611589249,1578.74134296899,923.481481481482,3614.71704935816,900.586844179732,1355.52015514614,1378.84824339008,1066.61685966878,2779.01874750698,2786.860639649,3499.73096583266,3955.35714285714,1029.0763968073,2709.1212458287,1134.28175900563,1266.12006228748,963.099356470632,3208.83280757098,1126.8510164004,1339.08940787922,2519.7428192047,5832.48798718633,5152.65884342954,1064.25764696818,1544.51907960554,1389.45654256338,2944.54466104161,2026.95595003287,1056.70520418407,778.042700769481,3798.36864617527,1120.36606727916,1230.83577939132,2326.44903397735,1716.54988321655,2371.91676383532,1934.80453972257,1254.00757115484,3937.55169561621,1599.26868905742,2698.52941176471,1504.88552543347,1131.66180090446,1419.63789847828,538.851230824117,1298.62810952354,1039.60017826447,1225.32274877716,1145.17532119914,1134.9282551875,1036.10409525528,1986.57405007516,1221.51307094736,1380.49620055855,1318.72693726937,1128.910085566,1544.64930304881,1518.29535932325,1827.66823161189,1944.66686585001,1120.27175908924,1424.79984378051,1562.03971287406,3267.15614292707,1392.36887894606,1013.496540227,3384.9104859335,1616.39124609201,1451.96031319784,1043.04877061348,5053.51001416144,2613.46655082537,2595.47738693467,1309.72912032664,1235.11708830998,1019.13318359537,1795.05976095618,2415.30676786844,2469.66937130871,1197.94668084035,1290.51353248101,914.757548773577,5238.09523809524,2292.42146685664,1150.18164370416,488.160493329572,1077.90426990657,1299.8987854251,824.766355140187,1366.71347276624,1129.05377966003,1883.02920412021,3817.01743197279,2149.50972858328,1109.54199698302,1856.22384788364,12533.2295862322,4079.42781855825,1424.04613022803,652.782308043578,1194.54670496379,2414.45366115653,1224.66589498053,3580.89930822444,1895.66297484732,0,4497.07988980716,0,930.316490838423,1176.40065388616,1558.28537300467,1083.01092784905,1046.2477081621,1153.38222191762,996.523476523477,2207.64784348599,1408.54927179875,930.999884227994,1078.10730464326,1354.92807401006,1412.51795608455,1127.65304699484,1136.26682569433
"TETX",7.121643735984,96.8402890111075,74.4254691123761,56.6320322006927,9.66881180348454,34.7208992188988,17.2123479887746,179.980750721848,10.7121749408983,177.700611459198,22.460666036582,41.4840485169707,60.2656425028004,32.0378976673178,84.4903487978327,30.6740389678778,54.8225796734743,45.2624990219858,95.4321616573272,35.8989764607429,26.7505544742679,68.1311684177014,160.413862718708,27.8973889143381,23.3286532022897,55.4802430084852,44.0618616866064,66.4157226103008,32.1477984862049,311.734633218404,42.195039838402,155.659602431411,40.2022220204038,11.7397998460354,24.704156973804,0,49.4897399319653,99.7165871121718,57.7018571854206,77.0068835735156,37.0438223655284,75.6057914036215,40.9407911454951,267.763157894737,20.4747116237799,28.5802184279342,26.2084663779204,94.2058572436064,59.2118695977676,71.1715939308619,44.1951874221072,20.3613599033068,35.7326408612621,33.0666863272754,73.3133341496265,36.5073725350862,26.2919896640827,39.8852873476473,24.8648402034811,23.6080555085463,32.7345143758038,25.197221241022,27.5882781996825,44.0356744704571,28.1434407625965,139.659863945578,19.324614483701,32.909391391823,45.457264190442,27.2566852178634,116.368760661574,56.9251608533695,47.2024610651798,16.8862621370009,26.9146926318849,31.781466899379,35.2263417985783,78.7940725600409,90.3423708687908,22.5386564165283,17.5624869456242,10.7260726072607,15.8010551711339,30.1840733654417,53.4573920208748,26.431326016019,23.0307901570422,60.1658048099811,160.70813528966,43.992309237524,44.359549142803,142.307692307692,71.1080610251808,59.1873690207329,45.0542005420054,46.5925925925926,105.857891882119,28.5247146068728,47.8251835434271,12.0246287576965,37.2618602913709,61.6673314718787,85.325020205519,82.2571966639763,14.5278450363196,30.6526259306459,48.8505747126437,49.6598038349386,27.0759843645724,26.7827251422832,55.3101997896951,17.9130619393875,24.5812691672564,89.6638479278776,94.3673251468233,133.312189449202,150.281223514909,99.4354723452908,117.632032696852,62.7873145184754,195.548041701888,14.6053952524369,43.6039160434955,131.602506714414,36.1419940657062,40.4140274988413,28.7808127914723,114.114114114114,26.1906897479595,17.2761664564943,94.1253446744871,62.3104494072236,43.7432286023835,161.290322580645,60.3985056039851,33.5737592306371,50.0111074086416,32.2333214413129,15.8820515739739,21.773731457312,30.5508780370459,46.5069593147752,34.2188083426682,33.127367851344,14.8774039707636,11.8944009283435,37.4098850425408,58.1180811808118,250.105204095946,88.993169323041,49.2398547543993,42.2535211267606,97.6396773229758,33.786265148733,30.7752392110916,15.0088561573599,99.9510523739599,61.7076808351976,32.473908972573,70.1497990500548,22.1527467619473,43.6441755943127,33.1974845483253,116.224964596399,21.1989574283232,99.3604385564185,18.0688016088242,41.3806075425562,48.2073038848681,21.1420982735724,58.191018342821,83.9542970690512,27.750580468291,30.6349739114515,30.3974742977414,9.48166877370417,32.9737431304702,23.0082025270181,23.0139857321349,38.3940814439236,31.7139001349528,0,51.8069617914419,59.2040378256077,102.812391497242,30.8779761904762,11.9878277441367,25.580126456334,20.7509037602118,60.5089710728671,57.3122529644269,45.081813756693,15.6239806901951,22.8973663983171,99.2421077758548,37.5933915605598,130.476556495004,133.164268709243,0,95.0964187327824,0,42.5160625049576,33.6454153663249,17.781518080139,28.4056200366524,22.2861478156414,26.7288054280036,23.3766233766234,41.697544587718,32.8352562890108,39.94134218346,47.8128539071348,30.3207441671326,39.5239072439975,24.8222005299121,49.0287953654796
"TETY",3.24262076489484,0,0,0,0,0,0,18.1264035931986,0,0,0,0,0.896143382941271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22066341695399,0,0,0,0,0,0,6.33710084494678,0,0,0,0,0,0,1.48026315789474,0,0,0,1.07642626480086,0,0,0,0,0,0,0,0,2.93927648578811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62962962962963,0,0,0,0,0,0,4.61840434130008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17131586362356,0,0,0,0,0,0,0,0,0,0,0,5.55254604550379,0,0,0,0,0,3.01702054989469,0,0,0,0,0,0,0,0,0,12.4842193856081,0,0,0,0,0,0,5.03402628880395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.58533501896334,11.8054142072054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38110770435123,0,0,0,0,0,0,0,299.705449189985,0,0,0,0,0,0,2.11788211788212,0,0,0,0,0,3.07818592242971,0,0
"TETZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54695956701687,0,0,0,0,0,6.98541387672373,0,8.7980026156224,0,0,0,0,0,0,2.1398002853067,0,0,0,0,0,0,0,0,0,0,12.7315244422998,0,0,0,15.3407506120805,0,0,0,0,10.9496124031008,0,0,0,0,0,0,0,0,0,8.00312317001757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4912827618058,0,0,0,0,0,0,0,0,0,0,0,0,0,7.74327760228061,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03780903865028,0,0,0,0,0,0,1.87299322154834,0,0,0,0,0,0,0,0,0,0,11.5023144901108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8821338946005,7.7960387694901,23.6786756224981,0,0,0,0,0,0,5.83048094215931,4.97665985108599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71828171828172,0,0,5.55705630378574,0,0,0,0,0
"TOLC",29.6987696224014,6.14687803299903,0,0,0,0,0,9.62463907603465,0,0,0,0,31.5570491278605,0,0,0,0,0,0.0849040584139922,0,0,19.3498178216421,13.4589502018843,0,6.37217842099579,0,0,22.078251112961,0,12.5430983236238,0,0,0,0,0,0,19.422802589707,10.8890214797136,0,0,0,0,0,0,0,0,0,19.2643183252292,0,0,0,16.7353643040878,0,0,0,0,24.5478036175711,0,0,0,0,0,0,0,0,1.9047619047619,15.6158500878392,0,0,0,0,0.0338638672536404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74836398704967,0,0,0,0,0,0,18.6296296296296,9.67275357078286,0,0,0,0,11.7271639409653,0,13.4517083669626,0,0,9.45494994438265,0,0,0,0,0,0,0,7.60811532301121,5.18025161222117,19.9167886586024,0,15.2627881729357,0,0,0,0,0,0,0,0,0,16.1449457350435,0,17.0117306164416,5.65205403915081,13.339653304442,7.82732447817837,0,0,0,25.7046022119158,12.1819320316503,0,0,0,0,0,0,0,0,0,15.8507504558844,0,16.4797893140737,0,0,0,0,9.3222709051925,9.49583945178659,0,0,15.4366094263792,0,0,0,8.29455796075258,9.38314509122502,0,0,0,0,0,0,0.0551967765082519,0,0,29.4867643487412,19.700800674252,14.722844154963,0,35.1053967998065,0,0,0,0,27.4699773742531,18.1320165117087,20.8333333333333,0,0,0,5.76711827169535,7.34048560135517,0,23.0282471133146,0,0,0,0,0,0,3.08539944903581,0,13.801856111684,0,0,0,0,0,14.4255744255744,0,0,27.7466908501524,0,0,18.7153704083727,0,0
"AMPC",18.879932117098,0,0,0,0,0,0,0,0,0,0,0,28.5805728916627,0,0,0,0,0,0,0,0,2.0870918674166,0,0,0,0,0,2.02685583987839,0,7.31185352514564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93452358858246,0,0,0,6.5391886447454,0,0,0,0,2.71317829457364,0,0,0,0,0,0,0,0,0,1.62665105081658,0,0,0,0,0,0,0,0,0,0,3.88349514563107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,2.31352213801356,4.15656390717007,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2537945912628,0,7.47174149051664,0,0,0,0,0,0,0,0,0,2.19750650282537,0,0,3.72208436724566,0,0,0,0,0,8.81198715661791,0,0,0,0,0,0,0,0,0,0,2.94571468649179,0,3.11240573001875,0,0,0,0,0,1.56632403328439,0,0,3.01424917793204,0,0,0,0,4.86533449174631,0,0,0,0,0,0,0,0,0,1.8821338946005,0,4.81715177420449,0,1.97493047438636,0,0,0,0,2.90073678714393,1.27309903167316,3.7202380952381,0,0,0,3.75320395459539,0,0,14.8737686737556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16779222783931,0,0,0,0,0
"AMPH",25.2439541790412,5.17631834357813,0,7.5821398483572,0,0,0,8.66217516843118,0,0,0,0,29.6047367578813,0,0,0,0,0,7.5564611988453,0,0,17.7579680922565,10.3465679676985,0,12.2043417215682,0,1.96965275751386,20.7028846501864,0,8.97634050647961,0,0,0,0,0,0,21.0962361461648,9.09904534606205,0,0,0,0,0,0,0,0,0,17.9280650309937,0,9.85452839042703,0,13.7601884278055,0,0,1.28566180972205,0,22.9005167958656,0,0,0,0,0,0,0,0,0,8.78391567440953,0,0,0,10.2351108803679,0,2.93212843683907,0,0,0,0,7.35820132856413,5.44231149811993,0,0,0,0,0,0,0,0,0,6.13074326651512,0,0,0,0,0,0,22.2222222222222,5.33357439884289,0,0,0,0,10.1316314319904,9.00588846553516,9.34893731503901,6.2046004842615,0,6.76677790137189,0,0,0,0,0,1.60415192262326,0,7.74159103043246,8.35183423194841,19.1077895061253,0,14.9434829810333,2.7931335466977,0,0,0,8.75360588878942,0,0,0,0,14.9340748049152,0,16.0302846193392,0,10.2925243770314,11.5037950664137,0,0,0,23.7424188369604,12.1819320316503,0,0,0,0,0,0,0,0,0,12.1335390657876,0,14.4048521607278,0,0,0,0,11.8392840495945,7.73372491434165,0,0,7.48995250274023,0,0,0,10.9245397531863,6.95047784535187,0,0,0,0,0,0,0,0,0,24.8522626082733,7.90139064475348,13.0266639527783,0,29.0093103865221,0,0,0,0,23.4089458722516,11.3807337679873,10.8949829931973,0,0,0,10.4357378249725,10.351966873706,0,18.3638854458869,0,5.01283045891269,0,6.72559569561875,0,0,10.3581267217631,0,14.3967637027048,0,0,0,0,0,12.8271728271728,0,0,26.1644734303245,0,0,14.8573773855941,0,0
"UGD",22.4862112855325,0,0,0,0,0,0,10.1058710298364,0,0,0,0,24.3879020643303,0,0,0,0,0,0,0,0,11.9211857511762,13.543068640646,0,13.2843719624149,0,3.06390428946601,11.9439719135691,0,8.02520508857449,4.37661317472786,0,0,0,0,0,12.1804016240535,15.3639618138425,6.35614261594994,0,0,0,0,0,0,0,0,7.05244794179875,0,0,0,12.458548981932,0,0,0,0,14.6640826873385,0,0,0,0,0,0,0,0,5.10204081632653,9.30444401067083,0,0,0,11.7184602833197,0,0,0,0,0,0,6.13183444047011,7.6192360973679,0,0,0,0,0,0,0,0,0,8.40394020803196,0,0,0,0,0,0,11.2222222222222,16.362321460857,0,0,3.33212604128939,0,3.82927802153969,4.38748412423508,8.07102502017756,0,0,9.08416759362254,0,0,0,0,0,0,0,8.40896956753871,0,16.2955543570383,0,10.3454882176384,0,0,0,0,8.45518750621705,0,0,0,0,12.7814153735761,0,13.0392111043604,7.85773366418528,6.09425785482123,13.6385199240987,0,0,0,16.6250445950767,9.7910855581488,0,0,0,0,0,0,0,0,0,10.2398653387572,0,8.29974861338335,0,0,0,0,11.3731705043349,9.59373470386686,0,0,6.02849835586408,0,0,0,14.9706655876998,11.120764552563,0,0,0,0,0,0,4.08456146161064,0,0,18.882052942605,5.47829751369574,7.53104009769998,0,5.18923058320906,0,0,0,0,16.969310204792,11.3421550094518,25.031887755102,0,0,0,0,0,0,14.9716224150303,0,8.8918064092618,0,0,0,0,0,0,8.24938526215595,0,0,0,0,0,9.91008991008991,0,0,21.4950025083935,0,0,12.7231684793762,0,0
"VANB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22310719930579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22771910847969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VAND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7687219215395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85087719298246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44849607254614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27699664142995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29837882208085,0,0
